SalesID,OrderDate,RetailerID,ContractorID,ProductID,Quantity,SalesAmount
1389,2024-01-16,S111,C003,P004,1,5285.99
1390,2024-01-17,S111,C008,P001,1,1249.5
1391,2024-01-25,S111,C005,P002,3,4702.22
1392,2024-01-17,S111,C007,P005,2,7339.96
1393,2024-01-13,S111,C004,P006,1,957.58
1394,2024-01-31,S111,C005,P003,2,1367.27
1395,2024-01-04,S111,C002,P001,4,4849.94
1396,2024-01-09,S111,C007,P002,2,3210.69
1397,2024-01-02,S111,C003,P004,2,10279.74
1398,2024-01-11,S111,C005,P004,1,5337.68
1399,2024-01-15,S111,C004,P005,1,3435.1
1400,2024-01-18,S111,C006,P004,1,5186.59
1401,2024-01-14,S111,C006,P005,1,3805.0
1402,2024-02-09,S100,C008,P004,3,15429.57
1403,2024-02-07,S100,C001,P003,3,1851.86
1404,2024-02-28,S100,C004,P005,2,8265.59
1405,2024-02-22,S100,C007,P001,2,2401.02
1406,2024-02-01,S100,C006,P003,1,702.44
1407,2024-02-23,S100,C004,P001,1,1203.37
1408,2024-02-22,S100,C001,P002,4,5715.21
1409,2024-02-18,S100,C004,P006,1,910.78
1410,2024-02-20,S100,C007,P006,5,4062.83
1411,2024-02-09,S100,C004,P006,5,4622.74
1412,2024-02-22,S100,C006,P001,2,2539.99
1413,2024-02-18,S100,C002,P002,3,5179.6
1414,2024-02-29,S100,C007,P001,2,2587.21
1415,2024-02-15,S100,C006,P005,3,9837.37
1416,2024-02-01,S100,C004,P005,1,4064.46
1417,2024-02-14,S100,C004,P001,2,2626.99
1418,2024-02-21,S100,C001,P006,1,965.35
1419,2024-02-22,S100,C004,P005,1,3672.38
1420,2024-02-21,S100,C008,P006,1,977.99
1421,2024-02-02,S100,C008,P004,2,10334.47
1422,2024-02-28,S100,C002,P003,2,1333.74
1423,2024-02-11,S100,C001,P006,1,820.47
1424,2024-02-14,S100,C002,P002,3,4670.83
1425,2024-02-28,S100,C001,P005,1,4097.37
1426,2024-02-14,S100,C008,P006,2,1567.82
1427,2024-02-09,S100,C007,P001,3,3543.0
1428,2024-02-04,S100,C001,P001,1,1169.52
1429,2024-02-06,S101,C008,P001,2,2392.45
1430,2024-02-04,S101,C006,P004,3,17323.76
1431,2024-02-15,S101,C007,P005,1,3732.58
1432,2024-02-29,S101,C003,P001,1,1124.7
1433,2024-02-26,S101,C001,P005,4,14628.48
1434,2024-02-02,S101,C002,P002,4,6804.25
1435,2024-02-16,S101,C002,P002,2,2811.77
1436,2024-02-08,S101,C008,P001,4,4639.6
1437,2024-02-01,S101,C006,P001,1,1287.77
1438,2024-02-21,S101,C001,P001,1,1263.11
1439,2024-02-08,S101,C005,P001,5,5408.35
1440,2024-02-23,S101,C005,P001,1,1122.49
1441,2024-02-08,S101,C006,P004,1,4463.14
1442,2024-02-15,S101,C004,P005,1,3688.67
1443,2024-02-20,S101,C001,P001,2,2323.22
1444,2024-02-11,S102,C004,P004,6,36187.44
1445,2024-02-23,S102,C004,P001,1,1093.64
1446,2024-02-12,S102,C004,P003,4,2862.89
1447,2024-02-17,S102,C005,P002,3,4474.96
1448,2024-02-23,S102,C007,P003,3,2192.74
1449,2024-02-16,S102,C006,P003,1,644.81
1450,2024-02-23,S102,C002,P002,3,4811.43
1451,2024-02-16,S102,C002,P001,1,1088.58
1452,2024-02-16,S102,C006,P002,2,2945.62
1453,2024-02-09,S102,C001,P002,1,1374.24
1454,2024-02-19,S102,C006,P003,3,1992.22
1455,2024-02-13,S102,C008,P003,4,2777.78
1456,2024-02-21,S102,C006,P003,1,646.69
1457,2024-02-26,S102,C006,P005,3,12368.14
1458,2024-02-19,S102,C001,P002,4,5947.92
1459,2024-02-26,S103,C001,P006,2,1838.15
1460,2024-02-03,S103,C006,P003,1,672.17
1461,2024-02-11,S103,C007,P002,1,1436.98
1462,2024-02-28,S103,C007,P003,3,2108.93
1463,2024-02-07,S103,C005,P004,1,5125.59
1464,2024-02-14,S103,C001,P002,2,3282.79
1465,2024-02-25,S103,C001,P003,2,1513.78
1466,2024-02-23,S103,C003,P006,3,2796.63
1467,2024-02-14,S103,C006,P006,3,2811.67
1468,2024-02-07,S103,C007,P003,2,1352.57
1469,2024-02-15,S103,C004,P006,5,4082.26
1470,2024-02-15,S103,C002,P006,1,867.27
1471,2024-02-28,S103,C004,P003,2,1458.79
1472,2024-02-18,S103,C006,P003,1,665.41
1473,2024-02-01,S103,C008,P003,1,760.93
1474,2024-02-12,S103,C005,P004,1,5501.54
1475,2024-02-05,S103,C002,P001,1,1243.23
1476,2024-02-19,S103,C003,P004,3,16163.25
1477,2024-02-28,S103,C008,P001,2,2630.05
1478,2024-02-05,S103,C004,P001,1,1075.73
1479,2024-02-10,S103,C007,P001,3,3509.81
1480,2024-02-24,S104,C004,P001,2,2572.23
1481,2024-02-24,S104,C008,P003,1,649.89
1482,2024-02-29,S104,C008,P001,3,3253.6
1483,2024-02-07,S104,C007,P002,3,4501.18
1484,2024-02-16,S104,C007,P005,1,3521.16
1485,2024-02-14,S104,C005,P001,1,1291.23
1486,2024-02-25,S104,C003,P001,3,3829.35
1487,2024-02-18,S104,C008,P002,2,3458.86
1488,2024-02-04,S104,C002,P003,3,2105.49
1489,2024-02-12,S104,C004,P001,4,4918.82
1490,2024-02-03,S104,C008,P004,1,5314.64
1491,2024-02-25,S104,C005,P001,5,5706.08
1492,2024-02-04,S104,C003,P005,3,10622.18
1493,2024-02-17,S104,C002,P005,2,7737.7
1494,2024-02-25,S104,C002,P001,1,1205.03
1495,2024-02-25,S104,C007,P003,1,671.03
1496,2024-02-11,S104,C001,P001,1,1214.23
1497,2024-02-14,S104,C003,P004,1,5310.11
1498,2024-02-15,S104,C003,P003,4,2475.26
1499,2024-02-12,S105,C004,P001,4,4674.13
1500,2024-02-11,S105,C008,P003,2,1420.19
1501,2024-02-06,S105,C002,P006,2,1687.92
1502,2024-02-01,S105,C003,P004,1,5340.98
1503,2024-02-13,S105,C002,P002,2,2911.65
1504,2024-02-21,S105,C007,P003,1,646.08
1505,2024-02-11,S105,C003,P004,1,5209.02
1506,2024-02-01,S105,C006,P002,1,1609.16
1507,2024-02-13,S105,C008,P006,2,1629.49
1508,2024-02-07,S105,C001,P001,3,3609.28
1509,2024-02-15,S105,C008,P004,2,10619.35
1510,2024-02-08,S105,C004,P002,3,5030.2
1511,2024-02-03,S105,C001,P003,4,2947.98
1512,2024-02-22,S105,C002,P002,1,1377.36
1513,2024-02-27,S105,C007,P002,3,4730.73
1514,2024-02-09,S105,C002,P004,1,5476.94
1515,2024-02-21,S105,C006,P001,1,1257.11
1516,2024-02-20,S105,C004,P003,5,3454.77
1517,2024-02-12,S105,C004,P001,2,2284.51
1518,2024-02-28,S106,C005,P005,4,14268.85
1519,2024-02-26,S106,C003,P003,2,1318.17
1520,2024-02-16,S106,C003,P003,6,4107.22
1521,2024-02-03,S106,C008,P002,3,4663.33
1522,2024-02-12,S106,C005,P002,4,6110.65
1523,2024-02-13,S106,C008,P002,1,1677.59
1524,2024-02-13,S106,C003,P001,1,1310.27
1525,2024-02-06,S106,C004,P004,3,17801.2
1526,2024-02-16,S106,C004,P001,2,2587.9
1527,2024-02-15,S106,C006,P001,7,7457.36
1528,2024-02-14,S106,C007,P003,3,2260.46
1529,2024-02-17,S106,C006,P006,2,1708.3
1530,2024-02-20,S106,C005,P002,1,1357.93
1531,2024-02-24,S106,C002,P004,1,5798.99
1532,2024-02-14,S106,C001,P003,2,1393.26
1533,2024-02-25,S106,C002,P006,3,2676.19
1534,2024-02-05,S106,C003,P002,1,1441.96
1535,2024-02-27,S106,C007,P001,1,1013.69
1536,2024-02-26,S106,C006,P006,5,4448.77
1537,2024-02-16,S106,C008,P003,2,1435.41
1538,2024-02-01,S106,C006,P004,2,10531.87
1539,2024-02-25,S106,C007,P004,3,15494.89
1540,2024-02-13,S106,C004,P006,1,932.18
1541,2024-02-14,S106,C001,P002,1,1578.9
1542,2024-02-09,S107,C008,P003,2,1455.53
1543,2024-02-29,S107,C002,P003,1,630.81
1544,2024-02-28,S107,C005,P001,3,3241.56
1545,2024-02-14,S107,C001,P004,3,14879.09
1546,2024-02-15,S107,C001,P004,3,14517.24
1547,2024-02-21,S107,C001,P001,1,1163.69
1548,2024-02-20,S107,C005,P002,1,1707.92
1549,2024-02-04,S107,C008,P006,1,888.78
1550,2024-02-28,S107,C007,P004,1,5359.64
1551,2024-02-21,S107,C006,P002,4,6330.03
1552,2024-02-06,S107,C004,P006,3,2696.78
1553,2024-02-03,S107,C007,P006,1,749.83
1554,2024-02-10,S107,C001,P002,2,3082.66
1555,2024-02-03,S107,C006,P006,1,875.41
1556,2024-02-13,S107,C001,P005,1,3471.27
1557,2024-02-04,S107,C007,P003,4,2549.12
1558,2024-02-09,S107,C003,P004,1,5316.35
1559,2024-02-03,S107,C002,P001,2,2339.98
1560,2024-02-11,S107,C005,P005,3,10038.18
1561,2024-02-01,S107,C004,P006,4,3301.78
1562,2024-02-28,S108,C006,P006,2,1854.48
1563,2024-02-14,S108,C006,P001,3,3596.52
1564,2024-02-26,S108,C001,P006,2,1736.94
1565,2024-02-08,S108,C004,P002,1,1433.29
1566,2024-02-08,S108,C007,P005,5,20045.56
1567,2024-02-09,S108,C006,P002,1,1353.05
1568,2024-02-04,S108,C003,P005,1,3892.96
1569,2024-02-10,S108,C004,P003,2,1450.44
1570,2024-02-03,S108,C001,P001,1,1020.06
1571,2024-02-04,S108,C008,P003,2,1282.64
1572,2024-02-03,S108,C005,P002,4,5855.11
1573,2024-02-11,S108,C008,P005,2,6737.53
1574,2024-02-24,S108,C003,P004,1,5164.08
1575,2024-02-19,S108,C003,P004,2,11528.33
1576,2024-02-07,S108,C001,P004,4,22405.64
1577,2024-02-24,S108,C005,P003,2,1270.58
1578,2024-02-15,S109,C004,P005,4,13400.6
1579,2024-02-21,S109,C001,P004,2,9869.26
1580,2024-02-06,S109,C002,P002,2,3411.92
1581,2024-02-19,S109,C003,P004,1,4952.7
1582,2024-02-05,S109,C007,P002,5,7596.45
1583,2024-02-15,S109,C003,P004,4,18978.36
1584,2024-02-23,S109,C002,P006,2,1668.02
1585,2024-02-16,S109,C008,P002,4,5376.43
1586,2024-02-10,S109,C001,P001,2,2422.78
1587,2024-02-29,S109,C006,P001,1,1091.79
1588,2024-02-05,S109,C003,P003,2,1515.25
1589,2024-02-07,S109,C007,P004,1,5534.22
1590,2024-02-07,S109,C002,P002,1,1702.13
1591,2024-02-06,S110,C003,P006,2,1630.94
1592,2024-02-01,S110,C001,P003,4,2627.71
1593,2024-02-18,S110,C001,P002,2,2891.62
1594,2024-02-15,S110,C005,P006,3,2706.41
1595,2024-02-26,S110,C008,P004,1,5569.52
1596,2024-02-11,S110,C008,P001,1,1182.9
1597,2024-02-04,S110,C006,P004,4,22751.34
1598,2024-02-02,S110,C004,P004,3,16861.37
1599,2024-02-05,S110,C001,P004,2,11974.71
1600,2024-02-19,S110,C004,P002,1,1520.7
1601,2024-02-07,S110,C004,P001,3,3284.41
1602,2024-02-21,S110,C004,P006,1,961.8
1603,2024-02-06,S110,C005,P003,7,5119.33
1604,2024-02-03,S110,C007,P001,5,5740.08
1605,2024-02-18,S110,C005,P001,2,2458.38
1606,2024-02-09,S110,C003,P002,1,1707.28
1607,2024-02-28,S110,C002,P003,3,2144.71
1608,2024-02-25,S110,C007,P006,4,3516.32
1609,2024-02-02,S110,C003,P006,1,817.91
1610,2024-02-03,S110,C002,P003,2,1380.24
1611,2024-02-04,S110,C005,P004,1,5791.33
1612,2024-02-17,S110,C004,P006,3,2316.79
1613,2024-02-10,S110,C003,P004,3,15466.26
1614,2024-02-12,S110,C003,P003,3,1987.01
1615,2024-02-25,S111,C002,P003,3,2186.99
1616,2024-02-11,S111,C004,P003,2,1208.26
1617,2024-02-28,S111,C001,P006,1,833.73
1618,2024-02-03,S111,C006,P004,2,11106.66
1619,2024-02-21,S111,C001,P002,1,1456.36
1620,2024-02-03,S111,C003,P004,2,10137.95
1621,2024-02-03,S111,C004,P004,5,26708.98
1622,2024-02-24,S111,C006,P001,3,3920.54
1623,2024-02-08,S111,C006,P005,2,6537.9
1624,2024-02-03,S111,C007,P006,1,894.29
1625,2024-02-06,S111,C003,P003,1,654.95
1626,2024-02-19,S111,C002,P002,3,5156.75
1627,2024-02-02,S111,C004,P002,3,5148.17
1628,2024-02-03,S111,C002,P005,1,3874.2
1629,2024-02-24,S111,C008,P002,1,1735.07
1630,2024-02-10,S111,C004,P002,4,6072.44
1631,2024-02-18,S111,C007,P001,3,3520.56
1632,2024-02-16,S111,C005,P001,2,2138.45
1633,2024-02-26,S111,C001,P006,2,1773.16
1634,2024-02-28,S111,C008,P006,3,2453.97
1635,2024-02-01,S111,C001,P001,3,3709.82
1636,2024-02-14,S111,C006,P004,2,10842.89
1637,2024-02-22,S111,C002,P002,2,3443.97
1638,2024-02-17,S111,C003,P001,3,3604.31
1639,2024-02-24,S111,C001,P003,1,640.19
1640,2024-02-05,S111,C008,P001,1,1153.29
1641,2024-02-16,S111,C003,P001,4,5224.23
1642,2024-03-21,S100,C001,P003,1,769.8
1643,2024-03-21,S100,C001,P003,2,1463.31
1644,2024-03-05,S100,C005,P002,3,4873.69
1645,2024-03-08,S100,C006,P002,1,1568.29
1646,2024-03-04,S100,C004,P004,3,17446.96
1647,2024-03-05,S100,C001,P002,2,3053.27
1648,2024-03-13,S100,C001,P001,4,5126.91
1649,2024-03-02,S100,C006,P001,2,2180.18
1650,2024-03-09,S100,C008,P001,4,4455.42
1651,2024-03-07,S100,C002,P002,3,4386.7
1652,2024-03-30,S100,C005,P003,2,1344.77
1653,2024-03-05,S100,C006,P006,2,1498.86
1654,2024-03-14,S100,C002,P002,4,6484.63
1655,2024-03-01,S100,C001,P001,1,1135.73
1656,2024-03-20,S100,C003,P004,2,9995.44
1657,2024-03-07,S100,C006,P002,2,3148.91
1658,2024-03-03,S100,C006,P004,4,20540.81
1659,2024-03-28,S100,C005,P002,2,2896.15
1660,2024-03-02,S100,C007,P001,1,1104.05
1661,2024-03-13,S100,C002,P001,2,2297.6
1662,2024-03-14,S100,C002,P001,1,1300.18
1663,2024-03-17,S100,C004,P001,2,2589.38
1664,2024-03-10,S100,C008,P001,3,3804.8
1665,2024-03-23,S100,C002,P006,3,2901.31
1666,2024-03-21,S100,C006,P006,2,1856.24
1667,2024-03-08,S100,C008,P002,4,5899.35
1668,2024-03-08,S100,C004,P006,1,972.64
1669,2024-03-11,S100,C003,P003,1,570.15
1670,2024-03-18,S101,C007,P003,2,1326.3
1671,2024-03-22,S101,C008,P002,2,2917.63
1672,2024-03-28,S101,C003,P001,3,3795.95
1673,2024-03-25,S101,C003,P003,2,1519.61
1674,2024-03-31,S101,C008,P001,1,1198.92
1675,2024-03-25,S101,C003,P006,1,836.71
1676,2024-03-19,S101,C001,P004,4,19300.99
1677,2024-03-04,S101,C003,P002,2,2928.61
1678,2024-03-24,S101,C004,P005,2,8154.28
1679,2024-03-24,S101,C002,P001,3,3776.5
1680,2024-03-23,S101,C008,P003,1,729.42
1681,2024-03-13,S101,C007,P006,1,890.88
1682,2024-03-31,S101,C003,P001,4,4740.48
1683,2024-03-21,S101,C001,P004,3,14991.18
1684,2024-03-09,S101,C007,P004,1,5893.79
1685,2024-03-28,S101,C002,P002,2,3398.53
1686,2024-03-21,S101,C001,P005,4,14436.02
1687,2024-03-21,S101,C002,P001,2,2164.91
1688,2024-03-20,S101,C001,P002,1,1475.31
1689,2024-03-18,S101,C001,P005,1,3287.31
1690,2024-03-07,S101,C002,P006,1,964.43
1691,2024-03-27,S101,C006,P003,2,1390.68
1692,2024-03-15,S101,C002,P005,4,16167.36
1693,2024-03-08,S101,C008,P001,1,1011.51
1694,2024-03-11,S101,C008,P004,2,10191.68
1695,2024-03-09,S101,C005,P005,1,3703.83
1696,2024-03-07,S101,C003,P002,2,2767.46
1697,2024-03-19,S101,C005,P002,1,1748.96
1698,2024-03-21,S101,C002,P004,2,11034.2
1699,2024-03-26,S101,C001,P001,1,1096.58
1700,2024-03-28,S101,C005,P001,5,6523.15
1701,2024-03-25,S101,C007,P001,1,1272.29
1702,2024-03-13,S101,C004,P001,3,3800.44
1703,2024-03-05,S101,C007,P001,1,1082.95
1704,2024-03-03,S102,C001,P001,2,2238.06
1705,2024-03-08,S102,C001,P005,1,3549.4
1706,2024-03-03,S102,C003,P004,1,5049.92
1707,2024-03-01,S102,C001,P003,1,750.33
1708,2024-03-19,S102,C007,P002,3,5012.98
1709,2024-03-27,S102,C008,P004,1,5713.79
1710,2024-03-27,S102,C005,P003,8,5653.89
1711,2024-03-14,S102,C005,P006,2,1890.65
1712,2024-03-05,S102,C007,P004,1,5375.87
1713,2024-03-25,S102,C005,P006,1,846.03
1714,2024-03-06,S102,C007,P006,2,1621.35
1715,2024-03-16,S102,C003,P006,1,916.07
1716,2024-03-24,S102,C007,P004,1,5691.9
1717,2024-03-05,S102,C004,P004,1,6006.01
1718,2024-03-24,S102,C002,P002,1,1297.34
1719,2024-03-17,S102,C008,P005,3,10442.47
1720,2024-03-23,S102,C007,P003,2,1242.05
1721,2024-03-31,S102,C003,P005,4,15443.9
1722,2024-03-10,S102,C006,P001,1,1280.81
1723,2024-03-16,S102,C004,P004,1,5584.61
1724,2024-03-14,S102,C002,P002,3,4619.44
1725,2024-03-24,S102,C006,P001,2,2523.37
1726,2024-03-11,S102,C005,P001,3,3459.14
1727,2024-03-15,S102,C002,P001,1,1282.66
1728,2024-03-26,S102,C001,P001,2,2631.96
1729,2024-03-21,S102,C005,P004,1,5312.8
1730,2024-03-23,S102,C004,P001,5,6077.33
1731,2024-03-01,S102,C001,P004,5,30124.83
1732,2024-03-10,S102,C002,P002,2,2975.42
1733,2024-03-24,S103,C008,P003,1,720.79
1734,2024-03-26,S103,C003,P001,1,1111.06
1735,2024-03-08,S103,C007,P004,1,5101.83
1736,2024-03-23,S103,C004,P004,2,10070.83
1737,2024-03-27,S103,C002,P003,1,717.95
1738,2024-03-18,S103,C008,P002,1,1636.49
1739,2024-03-01,S103,C008,P001,3,3873.18
1740,2024-03-05,S103,C008,P001,1,1115.51
1741,2024-03-28,S103,C003,P001,1,1196.35
1742,2024-03-04,S103,C003,P006,1,970.26
1743,2024-03-10,S103,C006,P004,2,10873.96
1744,2024-03-13,S103,C007,P003,3,2285.33
1745,2024-03-06,S103,C006,P001,2,2125.7
1746,2024-03-19,S103,C008,P005,2,6686.37
1747,2024-03-13,S103,C004,P001,1,1295.57
1748,2024-03-28,S103,C007,P005,2,7613.68
1749,2024-03-03,S103,C003,P002,4,5890.02
1750,2024-03-08,S103,C002,P001,1,1127.0
1751,2024-03-13,S103,C002,P002,3,4848.28
1752,2024-03-28,S103,C008,P002,3,4774.17
1753,2024-03-15,S103,C004,P005,5,20351.29
1754,2024-03-22,S103,C005,P004,1,4986.49
1755,2024-03-03,S103,C001,P001,1,1312.82
1756,2024-03-12,S103,C007,P001,5,6073.33
1757,2024-03-15,S103,C005,P002,4,6754.34
1758,2024-03-14,S104,C001,P003,2,1312.69
1759,2024-03-21,S104,C007,P004,1,4882.39
1760,2024-03-10,S104,C008,P001,2,2539.24
1761,2024-03-23,S104,C002,P003,1,591.52
1762,2024-03-20,S104,C008,P001,5,6000.59
1763,2024-03-31,S104,C006,P006,1,868.24
1764,2024-03-30,S104,C008,P006,2,1592.32
1765,2024-03-29,S104,C007,P003,1,721.86
1766,2024-03-28,S104,C006,P001,2,2261.55
1767,2024-03-04,S104,C005,P005,2,8017.74
1768,2024-03-03,S104,C005,P002,2,2977.7
1769,2024-03-26,S104,C007,P002,2,2766.49
1770,2024-03-27,S104,C001,P004,2,10396.84
1771,2024-03-04,S104,C007,P006,1,859.67
1772,2024-03-03,S104,C001,P001,3,3568.4
1773,2024-03-21,S104,C006,P001,2,2056.67
1774,2024-03-01,S104,C006,P005,5,17693.79
1775,2024-03-20,S104,C007,P002,1,1528.53
1776,2024-03-30,S104,C007,P002,1,1316.65
1777,2024-03-14,S104,C007,P001,1,1313.06
1778,2024-03-04,S104,C007,P005,3,9526.99
1779,2024-03-16,S104,C007,P001,1,1217.55
1780,2024-03-24,S104,C003,P006,3,2681.62
1781,2024-03-25,S104,C006,P003,4,3072.14
1782,2024-03-20,S104,C007,P003,1,673.28
1783,2024-03-30,S104,C003,P002,2,2996.16
1784,2024-03-18,S104,C007,P003,2,1192.46
1785,2024-03-04,S104,C005,P005,1,3805.98
1786,2024-03-21,S104,C003,P005,5,17329.9
1787,2024-03-30,S105,C006,P001,1,1315.8
1788,2024-03-04,S105,C002,P001,2,2198.54
1789,2024-03-07,S105,C003,P004,2,10309.22
1790,2024-03-20,S105,C008,P002,3,5128.52
1791,2024-03-01,S105,C002,P001,2,2166.08
1792,2024-03-18,S105,C005,P002,1,1500.49
1793,2024-03-01,S105,C008,P003,1,673.88
1794,2024-03-17,S105,C007,P003,1,730.96
1795,2024-03-17,S105,C005,P006,1,886.71
1796,2024-03-25,S105,C005,P001,2,2450.67
1797,2024-03-05,S105,C002,P006,4,3716.95
1798,2024-03-07,S105,C005,P003,4,2956.02
1799,2024-03-28,S105,C004,P001,3,3573.76
1800,2024-03-12,S105,C008,P006,1,833.43
1801,2024-03-04,S105,C008,P003,2,1426.45
1802,2024-03-29,S105,C005,P003,1,684.3
1803,2024-03-07,S106,C008,P001,3,3440.67
1804,2024-03-04,S106,C005,P003,2,1303.59
1805,2024-03-18,S106,C002,P003,4,2654.58
1806,2024-03-09,S106,C006,P003,4,2555.95
1807,2024-03-23,S106,C004,P003,2,1412.64
1808,2024-03-20,S106,C005,P003,2,1473.92
1809,2024-03-31,S106,C001,P001,3,3739.24
1810,2024-03-29,S106,C005,P006,2,1783.82
1811,2024-03-26,S106,C007,P001,1,1027.79
1812,2024-03-28,S106,C001,P001,2,2481.07
1813,2024-03-22,S106,C001,P002,2,3197.14
1814,2024-03-03,S106,C002,P001,1,1102.63
1815,2024-03-19,S106,C007,P005,1,3992.43
1816,2024-03-29,S106,C005,P004,3,16451.78
1817,2024-03-21,S106,C006,P002,1,1734.85
1818,2024-03-14,S106,C006,P003,1,689.81
1819,2024-03-22,S106,C001,P003,4,2604.44
1820,2024-03-25,S106,C008,P002,2,3045.69
1821,2024-03-14,S106,C002,P003,2,1245.14
1822,2024-03-11,S106,C002,P005,2,7094.77
1823,2024-03-27,S106,C001,P001,2,2194.71
1824,2024-03-11,S106,C003,P005,2,6968.71
1825,2024-03-07,S106,C006,P001,7,8109.7
1826,2024-03-08,S107,C001,P001,1,1180.65
1827,2024-03-30,S107,C003,P005,2,7873.69
1828,2024-03-12,S107,C008,P002,1,1613.66
1829,2024-03-13,S107,C008,P004,1,4905.36
1830,2024-03-15,S107,C002,P002,1,1693.3
1831,2024-03-28,S107,C002,P006,5,4552.85
1832,2024-03-20,S107,C004,P002,1,1456.9
1833,2024-03-17,S107,C007,P001,3,3669.6
1834,2024-03-07,S107,C001,P003,2,1260.71
1835,2024-03-25,S107,C006,P003,1,726.37
1836,2024-03-13,S107,C007,P001,2,2229.43
1837,2024-03-07,S107,C007,P004,2,9454.12
1838,2024-03-03,S107,C004,P001,1,1121.65
1839,2024-03-09,S107,C005,P003,2,1517.28
1840,2024-03-14,S107,C008,P003,1,749.56
1841,2024-03-06,S107,C002,P003,2,1337.98
1842,2024-03-22,S107,C004,P004,2,10395.13
1843,2024-03-10,S107,C004,P006,3,2862.18
1844,2024-03-31,S107,C001,P001,2,2620.72
1845,2024-03-28,S107,C004,P003,2,1287.47
1846,2024-03-19,S107,C002,P001,1,1251.05
1847,2024-03-21,S107,C007,P002,2,2842.57
1848,2024-03-04,S107,C002,P002,3,4837.02
1849,2024-03-05,S107,C005,P001,2,2322.99
1850,2024-03-15,S107,C003,P003,4,3067.94
1851,2024-03-29,S107,C006,P005,1,4084.24
1852,2024-03-04,S107,C005,P004,1,4986.2
1853,2024-03-24,S107,C002,P004,1,5605.24
1854,2024-03-26,S108,C001,P001,1,1168.35
1855,2024-03-26,S108,C002,P001,1,1148.04
1856,2024-03-12,S108,C005,P001,3,3361.25
1857,2024-03-10,S108,C006,P001,1,1102.38
1858,2024-03-04,S108,C001,P004,4,19908.49
1859,2024-03-01,S108,C003,P001,2,2344.08
1860,2024-03-16,S108,C005,P002,4,5203.78
1861,2024-03-30,S108,C003,P005,2,8330.42
1862,2024-03-22,S108,C005,P006,2,1849.43
1863,2024-03-05,S108,C004,P001,1,1109.97
1864,2024-03-15,S108,C002,P003,4,2901.15
1865,2024-03-22,S108,C001,P002,2,3008.54
1866,2024-03-05,S108,C006,P003,1,680.41
1867,2024-03-17,S108,C007,P002,1,1655.66
1868,2024-03-31,S108,C002,P003,3,2159.27
1869,2024-03-10,S108,C005,P005,4,16663.24
1870,2024-03-20,S108,C003,P003,4,2848.58
1871,2024-03-18,S108,C006,P003,1,635.17
1872,2024-03-22,S108,C003,P005,2,6650.73
1873,2024-03-06,S108,C004,P004,4,23594.47
1874,2024-03-10,S108,C007,P002,1,1476.11
1875,2024-03-16,S108,C005,P003,4,2791.03
1876,2024-03-10,S108,C005,P002,2,3500.07
1877,2024-03-03,S108,C008,P003,2,1307.56
1878,2024-03-26,S108,C007,P003,1,692.7
1879,2024-03-10,S108,C007,P005,1,3770.86
1880,2024-03-27,S109,C008,P002,3,4656.62
1881,2024-03-17,S109,C002,P005,1,3514.62
1882,2024-03-15,S109,C001,P003,1,713.03
1883,2024-03-13,S109,C004,P001,1,1092.3
1884,2024-03-02,S109,C004,P001,1,1246.27
1885,2024-03-30,S109,C005,P003,2,1255.35
1886,2024-03-04,S109,C002,P002,3,4409.49
1887,2024-03-10,S109,C008,P006,1,843.69
1888,2024-03-13,S109,C005,P002,2,3142.03
1889,2024-03-16,S109,C002,P002,3,4856.33
1890,2024-03-06,S109,C007,P003,4,2805.1
1891,2024-03-27,S109,C005,P001,4,4239.25
1892,2024-03-08,S109,C007,P003,2,1519.42
1893,2024-03-27,S109,C005,P001,1,1155.23
1894,2024-03-28,S109,C008,P001,3,3423.98
1895,2024-03-18,S109,C006,P001,2,2503.72
1896,2024-03-04,S110,C005,P001,1,1088.78
1897,2024-03-22,S110,C002,P001,2,2504.1
1898,2024-03-04,S110,C006,P003,2,1452.04
1899,2024-03-16,S110,C001,P004,2,11222.88
1900,2024-03-30,S110,C006,P006,2,1771.68
1901,2024-03-22,S110,C008,P001,2,2272.96
1902,2024-03-16,S110,C004,P002,4,6441.62
1903,2024-03-11,S110,C008,P001,1,1080.32
1904,2024-03-25,S110,C005,P003,1,658.63
1905,2024-03-08,S110,C003,P002,1,1508.3
1906,2024-03-25,S110,C004,P003,4,2737.68
1907,2024-03-26,S110,C001,P001,2,2465.45
1908,2024-03-30,S110,C002,P004,1,5477.6
1909,2024-03-24,S110,C003,P001,3,3562.11
1910,2024-03-26,S110,C006,P005,1,3644.95
1911,2024-03-08,S110,C002,P004,2,11021.76
1912,2024-03-04,S110,C008,P002,4,6216.39
1913,2024-03-29,S110,C004,P001,1,1243.06
1914,2024-03-29,S110,C008,P003,2,1380.6
1915,2024-03-06,S110,C006,P003,2,1368.37
1916,2024-03-24,S110,C003,P004,1,4739.65
1917,2024-03-29,S110,C008,P005,3,11072.06
1918,2024-03-13,S110,C007,P003,1,653.0
1919,2024-03-25,S110,C002,P005,4,15562.39
1920,2024-03-14,S110,C005,P001,5,5592.86
1921,2024-03-30,S110,C008,P001,3,3373.32
1922,2024-03-19,S111,C003,P001,4,4647.7
1923,2024-03-01,S111,C006,P002,2,2747.69
1924,2024-03-08,S111,C004,P002,1,1376.75
1925,2024-03-14,S111,C003,P006,2,1763.96
1926,2024-03-24,S111,C008,P004,3,15362.99
1927,2024-03-25,S111,C002,P004,2,9958.9
