InstallID,CompletionDate,RetailerID,ContractorID,ProductID,InstallHours,InstallStatus
1281,2024-03-30,S104,C003,P002,4.6,Completed
1282,2024-03-28,S104,C008,P001,8.0,Completed
1283,2024-03-31,S104,C004,P005,6.3,Completed
1284,2024-04-03,S104,C008,P002,3.8,Completed
1285,2024-03-20,S104,C007,P005,3.7,Completed
1286,2024-04-12,S104,C002,P001,8.0,Completed
1287,2024-04-13,S104,C007,P001,3.7,Completed
1288,2024-04-07,S104,C006,P002,4.8,Completed
1289,2024-04-19,S104,C008,P004,5.2,Completed
1290,2024-04-18,S104,C003,P005,7.0,Completed
1291,2024-04-11,S104,C003,P002,5.0,Completed
1292,2024-04-13,S104,C001,P004,3.4,Completed
1293,2024-04-03,S104,C006,P001,7.2,Completed
1294,2024-04-09,S104,C008,P006,7.1,Completed
1295,2024-03-10,S104,C001,P006,9.1,Completed
1296,2024-04-09,S104,C005,P001,6.5,Completed
1297,2024-03-14,S105,C006,P005,7.4,Completed
1298,2024-04-15,S105,C002,P002,7.1,Completed
1299,2024-03-16,S105,C006,P001,7.3,Completed
1300,2024-03-12,S105,C003,P003,4.6,Completed
1301,2024-03-24,S105,C002,P002,6.6,Completed
1302,2024-03-22,S105,C006,P001,7.7,Completed
1303,2024-04-14,S105,C006,P002,4.9,Completed
1304,2024-04-07,S105,C006,P001,9.6,Completed
1305,2024-04-02,S105,C006,P004,5.6,Completed
1306,2024-04-12,S105,C006,P001,2.4,Completed
1307,2024-03-22,S106,C002,P004,4.9,Completed
1308,2024-04-15,S106,C004,P003,4.5,Completed
1309,2024-04-27,S106,C008,P003,7.5,Completed
1310,2024-04-15,S106,C006,P006,6.3,Completed
1311,2024-04-06,S106,C008,P004,5.2,Completed
1312,2024-04-15,S106,C005,P002,11.3,Completed
1313,2024-04-01,S106,C002,P004,5.3,Completed
1314,2024-03-19,S106,C004,P002,5.6,Completed
1315,2024-04-01,S106,C004,P004,5.4,Completed
1316,2024-04-16,S106,C002,P004,5.8,Completed
1317,2024-04-04,S106,C001,P006,6.3,Completed
1318,2024-04-02,S106,C004,P001,5.1,Completed
1319,2024-03-30,S106,C007,P003,5.4,Completed
1320,2024-03-21,S106,C002,P001,6.8,Completed
1321,2024-04-02,S106,C006,P002,3.5,Completed
1322,2024-04-05,S106,C005,P004,9.7,Completed
1323,2024-04-15,S106,C003,P004,10.3,Completed
1324,2024-04-04,S107,C003,P005,9.0,Completed
1325,2024-04-03,S107,C002,P004,7.1,Completed
1326,2024-03-19,S107,C006,P001,7.2,Completed
1327,2024-04-06,S107,C006,P003,1.5,Completed
1328,2024-03-18,S107,C005,P006,6.0,Completed
1329,2024-04-22,S107,C005,P004,8.2,Completed
1330,2024-03-24,S107,C001,P002,6.0,Completed
1331,2024-04-19,S107,C005,P005,5.8,Completed
1332,2024-03-31,S107,C008,P004,7.3,Completed
1333,2024-04-03,S107,C001,P001,10.5,Completed
1334,2024-04-13,S107,C007,P001,6.7,Completed
1335,2024-03-17,S107,C003,P005,6.3,Completed
1336,2024-04-06,S107,C001,P002,8.7,Completed
1337,2024-03-28,S107,C007,P002,6.9,Completed
1338,2024-04-12,S107,C002,P002,9.5,Completed
1339,2024-04-10,S107,C007,P001,4.0,Completed
1340,2024-03-16,S107,C005,P004,4.0,Completed
1341,2024-03-12,S107,C008,P005,4.4,Completed
1342,2024-04-03,S107,C003,P006,7.8,Completed
1343,2024-04-17,S107,C006,P002,6.7,Completed
1344,2024-03-20,S107,C007,P005,5.5,Completed
1345,2024-03-30,S108,C001,P003,4.1,Completed
1346,2024-03-13,S108,C008,P003,4.7,Completed
1347,2024-03-31,S108,C002,P005,3.4,Completed
1348,2024-04-26,S108,C002,P001,9.1,Delayed
1349,2024-03-31,S108,C002,P002,5.0,Completed
1350,2024-03-17,S108,C008,P005,4.8,Completed
1351,2024-04-16,S108,C001,P004,10.0,Completed
1352,2024-04-02,S108,C001,P001,2.9,Completed
1353,2024-03-24,S108,C003,P004,7.1,Completed
1354,2024-03-28,S108,C008,P003,6.1,Completed
1355,2024-04-17,S108,C003,P001,4.1,Completed
1356,2024-04-09,S108,C005,P002,6.2,Completed
1357,2024-04-04,S108,C001,P004,9.5,Completed
1358,2024-04-15,S108,C004,P005,7.1,Completed
1359,2024-04-03,S108,C001,P001,6.8,Completed
1360,2024-04-10,S108,C002,P001,3.6,Completed
1361,2024-03-29,S108,C004,P003,4.4,Completed
1362,2024-03-31,S109,C006,P004,7.2,Completed
1363,2024-04-02,S109,C003,P003,5.8,Completed
1364,2024-04-15,S109,C005,P002,4.8,Completed
1365,2024-04-20,S109,C002,P006,7.0,Completed
1366,2024-03-27,S109,C008,P006,6.4,Completed
1367,2024-04-08,S109,C008,P002,5.3,Completed
1368,2024-04-11,S109,C003,P004,5.5,Completed
1369,2024-04-10,S109,C005,P003,7.8,Completed
1370,2024-03-31,S109,C006,P001,8.4,Completed
1371,2024-04-12,S109,C006,P003,4.9,Completed
1372,2024-04-06,S110,C006,P005,4.6,Completed
1373,2024-03-30,S110,C001,P006,5.6,Completed
1374,2024-03-30,S110,C002,P002,5.0,Completed
1375,2024-04-27,S110,C001,P005,3.8,Completed
1376,2024-04-04,S110,C002,P002,11.6,Completed
1377,2024-03-29,S110,C002,P006,5.0,Completed
1378,2024-04-21,S110,C008,P005,1.6,Completed
1379,2024-03-23,S110,C005,P006,7.7,Completed
1380,2024-04-21,S110,C002,P004,6.6,Completed
1381,2024-04-06,S110,C004,P001,5.4,Completed
1382,2024-04-03,S110,C007,P004,5.3,Completed
1383,2024-03-31,S110,C004,P003,5.8,Completed
1384,2024-04-13,S110,C001,P001,7.7,Delayed
1385,2024-03-19,S110,C004,P001,6.7,Completed
1386,2024-04-12,S110,C007,P003,7.0,Completed
1387,2024-04-12,S110,C001,P004,7.0,Completed
1388,2024-03-21,S110,C001,P003,7.8,Completed
1389,2024-03-27,S110,C007,P002,8.4,Completed
1390,2024-03-21,S110,C007,P004,4.7,Completed
1391,2024-04-22,S110,C003,P004,6.4,Completed
1392,2024-04-19,S111,C006,P003,7.5,Completed
1393,2024-03-09,S111,C006,P006,5.2,Completed
1394,2024-04-02,S111,C005,P006,8.5,Completed
1395,2024-04-07,S111,C004,P005,6.1,Completed
1396,2024-04-14,S111,C006,P004,4.2,Completed
1397,2024-03-09,S111,C007,P004,8.3,Completed
1398,2024-04-07,S111,C001,P005,10.2,Completed
1399,2024-03-16,S111,C007,P005,5.5,Delayed
1400,2024-04-06,S111,C005,P006,3.0,Completed
1401,2024-04-10,S111,C008,P005,6.1,Completed
1402,2024-03-29,S111,C005,P003,7.5,Completed
1403,2024-03-28,S111,C007,P001,5.6,Delayed
1404,2024-04-20,S111,C004,P003,2.0,Completed
1405,2024-03-27,S111,C001,P001,7.3,Completed
1406,2024-03-30,S111,C005,P002,4.6,Completed
1407,2024-04-11,S111,C004,P001,5.1,Completed
1408,2024-03-10,S111,C005,P004,3.0,Completed
1409,2024-05-09,S100,C001,P006,3.8,Completed
1410,2024-05-09,S100,C004,P001,5.4,Completed
1411,2024-05-06,S100,C006,P005,4.9,Completed
1412,2024-05-16,S100,C007,P006,4.8,Completed
1413,2024-05-07,S100,C001,P005,4.9,Completed
1414,2024-05-11,S100,C003,P004,5.5,Completed
1415,2024-04-27,S100,C002,P002,4.6,Completed
1416,2024-04-22,S100,C004,P006,4.6,Delayed
1417,2024-04-16,S100,C007,P003,4.9,Completed
1418,2024-05-08,S100,C002,P003,4.8,Completed
1419,2024-05-04,S100,C001,P005,4.3,Completed
1420,2024-04-26,S100,C008,P004,7.2,Completed
1421,2024-04-22,S100,C004,P002,5.2,Completed
1422,2024-04-19,S101,C001,P004,7.8,Completed
1423,2024-05-13,S101,C006,P001,6.8,Delayed
1424,2024-05-10,S101,C007,P006,4.4,Completed
1425,2024-05-02,S101,C007,P004,6.8,Completed
1426,2024-05-10,S101,C008,P002,6.2,Completed
1427,2024-05-11,S101,C003,P004,4.8,Completed
1428,2024-05-01,S101,C002,P004,6.8,Completed
1429,2024-05-04,S101,C001,P001,5.5,Completed
1430,2024-04-21,S101,C006,P003,3.6,Completed
1431,2024-05-02,S101,C008,P004,9.5,Completed
1432,2024-05-20,S101,C008,P002,1.5,Completed
1433,2024-05-19,S101,C005,P001,6.5,Completed
1434,2024-05-16,S102,C001,P001,7.3,Completed
1435,2024-05-24,S102,C007,P002,3.1,Completed
1436,2024-05-06,S102,C004,P005,6.2,Completed
1437,2024-04-18,S102,C005,P004,6.3,Completed
1438,2024-05-14,S102,C008,P003,6.4,Completed
1439,2024-04-21,S102,C008,P005,5.5,Completed
1440,2024-05-23,S102,C004,P002,5.6,Completed
1441,2024-05-04,S102,C002,P004,4.7,Completed
1442,2024-05-17,S102,C004,P006,5.3,Completed
1443,2024-05-11,S102,C002,P001,3.5,Completed
1444,2024-05-23,S102,C004,P003,6.8,Completed
1445,2024-05-03,S102,C001,P004,7.6,Completed
1446,2024-05-14,S102,C005,P003,5.7,Completed
1447,2024-04-11,S103,C008,P006,5.3,Completed
1448,2024-04-17,S103,C007,P002,7.7,Completed
1449,2024-05-18,S103,C007,P001,7.0,Completed
1450,2024-05-23,S103,C008,P003,5.9,Completed
1451,2024-05-06,S103,C004,P002,4.7,Completed
1452,2024-05-06,S103,C008,P002,5.8,Completed
1453,2024-04-26,S103,C006,P004,6.9,Completed
1454,2024-05-06,S103,C002,P004,4.8,Completed
1455,2024-05-11,S103,C001,P003,8.0,Completed
1456,2024-05-14,S103,C004,P002,5.8,Completed
1457,2024-04-21,S103,C008,P003,7.0,Completed
1458,2024-05-16,S103,C005,P003,8.2,Completed
1459,2024-04-30,S103,C002,P002,7.3,Completed
1460,2024-04-25,S103,C003,P001,5.2,Completed
1461,2024-05-19,S103,C008,P001,5.8,Completed
1462,2024-05-07,S103,C002,P003,2.7,Delayed
1463,2024-05-27,S103,C008,P001,7.7,Completed
1464,2024-04-11,S103,C004,P003,1.5,Completed
1465,2024-04-26,S103,C008,P001,5.5,Completed
1466,2024-04-23,S103,C005,P002,6.0,Completed
1467,2024-05-04,S103,C003,P004,6.6,Completed
1468,2024-04-25,S103,C007,P001,4.8,Completed
1469,2024-05-09,S103,C005,P005,5.8,Completed
1470,2024-05-07,S103,C008,P004,6.4,Completed
1471,2024-04-11,S104,C004,P003,4.6,Completed
1472,2024-04-30,S104,C003,P001,5.5,Delayed
1473,2024-05-06,S104,C004,P001,7.6,Completed
1474,2024-04-18,S104,C005,P002,5.3,Delayed
1475,2024-05-14,S104,C003,P003,7.2,Completed
1476,2024-05-12,S104,C007,P005,8.2,Completed
1477,2024-05-07,S104,C005,P002,6.5,Completed
1478,2024-05-15,S104,C008,P006,6.0,Delayed
1479,2024-04-22,S104,C001,P001,6.8,Completed
1480,2024-05-12,S104,C004,P005,6.6,Completed
1481,2024-05-03,S104,C003,P001,7.6,Completed
1482,2024-05-13,S104,C008,P001,6.1,Completed
1483,2024-05-19,S105,C004,P005,4.8,Completed
1484,2024-05-05,S105,C004,P002,3.0,Completed
1485,2024-04-15,S105,C003,P004,5.3,Completed
1486,2024-05-04,S105,C007,P002,6.2,Completed
1487,2024-05-09,S105,C003,P004,8.6,Completed
1488,2024-04-28,S105,C006,P002,5.8,Completed
1489,2024-05-09,S105,C004,P003,5.1,Completed
1490,2024-04-29,S105,C004,P002,8.8,Completed
1491,2024-05-12,S105,C005,P001,8.3,Completed
1492,2024-05-17,S105,C008,P002,6.2,Completed
1493,2024-04-25,S105,C008,P002,6.0,Completed
1494,2024-05-05,S105,C006,P002,6.7,Completed
1495,2024-04-23,S105,C008,P002,4.8,Completed
1496,2024-04-22,S105,C003,P005,6.0,Completed
1497,2024-05-06,S105,C007,P001,4.7,Delayed
1498,2024-05-01,S105,C004,P001,8.4,Completed
1499,2024-04-25,S105,C007,P006,4.4,Completed
1500,2024-05-14,S105,C005,P002,6.4,Delayed
1501,2024-05-24,S105,C005,P001,6.5,Completed
1502,2024-05-08,S105,C004,P001,8.6,Completed
1503,2024-04-11,S105,C008,P002,5.0,Completed
1504,2024-05-09,S105,C002,P002,4.7,Completed
1505,2024-04-20,S105,C003,P003,7.1,Completed
1506,2024-04-25,S105,C008,P003,6.8,Completed
1507,2024-05-06,S105,C006,P003,9.7,Completed
1508,2024-05-09,S105,C001,P003,6.2,Completed
1509,2024-05-18,S105,C002,P002,8.4,Completed
1510,2024-04-16,S105,C001,P004,8.1,Completed
1511,2024-04-28,S106,C001,P005,9.0,Completed
1512,2024-05-04,S106,C007,P002,1.5,Completed
1513,2024-04-22,S106,C007,P001,8.3,Completed
1514,2024-05-09,S106,C002,P004,5.9,Delayed
1515,2024-04-25,S106,C002,P003,6.4,Completed
1516,2024-04-25,S106,C002,P002,8.0,Completed
1517,2024-05-01,S106,C007,P004,6.5,Completed
1518,2024-05-06,S106,C001,P005,9.4,Completed
1519,2024-05-05,S106,C003,P001,1.8,Completed
1520,2024-05-01,S106,C007,P003,4.6,Completed
1521,2024-05-05,S106,C001,P004,7.0,Completed
1522,2024-05-03,S106,C007,P003,5.1,Completed
1523,2024-04-15,S106,C001,P003,9.1,Delayed
1524,2024-05-13,S106,C005,P002,4.7,Completed
1525,2024-05-13,S106,C002,P004,6.2,Completed
1526,2024-05-07,S106,C008,P004,4.5,Completed
1527,2024-05-02,S106,C008,P003,5.8,Completed
1528,2024-04-26,S106,C006,P004,2.6,Completed
1529,2024-04-12,S106,C003,P001,3.3,Completed
1530,2024-05-05,S106,C007,P006,10.2,Completed
1531,2024-05-02,S106,C002,P005,6.0,Completed
1532,2024-05-05,S106,C006,P001,5.3,Completed
1533,2024-05-23,S106,C005,P006,3.8,Completed
1534,2024-05-09,S107,C006,P002,8.9,Completed
1535,2024-05-03,S107,C008,P003,7.3,Completed
1536,2024-05-16,S107,C003,P001,7.4,Completed
1537,2024-05-06,S107,C007,P004,6.2,Completed
1538,2024-04-14,S107,C001,P003,7.3,Completed
1539,2024-04-26,S107,C005,P004,7.4,Completed
1540,2024-05-14,S107,C008,P003,8.5,Completed
1541,2024-04-27,S107,C007,P006,3.8,Completed
1542,2024-05-08,S107,C003,P006,7.6,Completed
1543,2024-05-01,S107,C002,P002,4.4,Completed
1544,2024-04-29,S107,C004,P001,6.2,Completed
1545,2024-04-28,S107,C002,P001,6.9,Completed
1546,2024-04-19,S107,C003,P003,2.8,Completed
1547,2024-05-20,S107,C007,P005,6.0,Completed
1548,2024-05-17,S107,C006,P003,6.7,Completed
1549,2024-04-21,S107,C007,P004,9.8,Completed
1550,2024-05-17,S107,C005,P006,6.2,Completed
1551,2024-05-01,S107,C006,P002,7.5,Completed
1552,2024-05-19,S107,C006,P004,4.9,Completed
1553,2024-05-03,S107,C007,P003,8.1,Completed
1554,2024-04-10,S107,C007,P002,3.4,Completed
1555,2024-04-17,S107,C008,P003,6.9,Completed
1556,2024-05-29,S107,C008,P002,6.3,Completed
1557,2024-05-04,S107,C003,P001,8.5,Completed
1558,2024-05-06,S107,C001,P003,6.9,Completed
1559,2024-04-26,S107,C006,P003,5.5,Completed
1560,2024-05-20,S108,C002,P003,7.8,Completed
1561,2024-04-15,S108,C005,P001,5.0,Completed
1562,2024-05-05,S108,C002,P004,10.4,Completed
1563,2024-05-09,S108,C006,P004,5.2,Completed
1564,2024-05-24,S108,C006,P003,6.5,Completed
1565,2024-04-11,S108,C004,P001,7.6,Completed
1566,2024-05-02,S108,C004,P005,4.9,Delayed
1567,2024-05-03,S108,C006,P002,4.7,Completed
1568,2024-05-19,S108,C002,P004,9.3,Delayed
1569,2024-05-13,S108,C008,P003,8.0,Completed
1570,2024-05-11,S108,C005,P004,7.6,Completed
1571,2024-05-02,S108,C008,P002,7.6,Delayed
1572,2024-05-12,S108,C008,P002,6.9,Completed
1573,2024-04-29,S109,C005,P006,7.5,Completed
1574,2024-04-27,S109,C005,P004,4.4,Completed
1575,2024-05-02,S109,C003,P003,5.5,Completed
1576,2024-05-24,S109,C008,P002,6.7,Completed
1577,2024-04-18,S109,C005,P003,4.6,Completed
1578,2024-05-06,S109,C004,P002,6.0,Completed
1579,2024-04-27,S109,C005,P002,6.5,Completed
1580,2024-05-09,S109,C002,P004,9.8,Completed
1581,2024-05-01,S109,C003,P006,5.5,Completed
1582,2024-04-30,S109,C006,P003,2.5,Completed
1583,2024-05-05,S109,C008,P005,3.0,Completed
1584,2024-05-11,S109,C003,P003,4.6,Completed
1585,2024-04-15,S109,C007,P001,5.3,Completed
1586,2024-05-12,S109,C002,P004,8.3,Completed
1587,2024-04-26,S109,C008,P006,10.4,Completed
1588,2024-05-17,S109,C003,P002,5.7,Completed
1589,2024-05-09,S109,C002,P001,7.0,Completed
1590,2024-05-17,S109,C004,P004,8.8,Completed
1591,2024-05-02,S109,C005,P002,7.4,Completed
1592,2024-05-19,S109,C008,P002,5.3,Completed
1593,2024-05-01,S109,C005,P001,5.8,Completed
1594,2024-05-04,S110,C006,P005,10.0,Completed
1595,2024-04-29,S110,C006,P006,5.3,Completed
1596,2024-05-05,S110,C008,P006,5.9,Completed
1597,2024-04-18,S110,C004,P004,6.1,Completed
1598,2024-05-12,S110,C008,P001,6.3,Completed
1599,2024-04-28,S110,C006,P002,7.9,Completed
1600,2024-05-04,S110,C005,P002,6.9,Completed
1601,2024-05-23,S110,C001,P002,3.3,Completed
1602,2024-05-19,S110,C007,P001,5.8,Completed
1603,2024-05-04,S110,C008,P003,6.6,Completed
1604,2024-05-15,S110,C001,P005,7.1,Completed
1605,2024-05-21,S110,C006,P006,5.7,Completed
1606,2024-05-19,S110,C007,P001,4.9,Completed
1607,2024-05-06,S110,C006,P006,8.0,Completed
1608,2024-05-21,S110,C008,P005,5.2,Completed
1609,2024-04-13,S110,C006,P002,7.3,Completed
1610,2024-04-19,S110,C002,P004,7.8,Completed
1611,2024-05-03,S110,C002,P003,6.5,Completed
1612,2024-04-14,S111,C006,P004,7.1,Completed
1613,2024-05-08,S111,C004,P001,4.9,Completed
1614,2024-05-15,S111,C001,P001,5.8,Completed
1615,2024-05-09,S111,C003,P001,8.7,Completed
1616,2024-05-09,S111,C008,P001,4.4,Completed
1617,2024-05-09,S111,C001,P004,9.6,Completed
1618,2024-05-09,S111,C004,P003,5.7,Completed
1619,2024-05-13,S111,C005,P005,7.5,Completed
1620,2024-04-23,S111,C007,P002,7.4,Completed
1621,2024-05-05,S111,C007,P005,1.5,Completed
1622,2024-05-22,S111,C003,P001,6.2,Completed
1623,2024-04-27,S111,C003,P004,4.3,Completed
1624,2024-04-29,S111,C002,P002,2.3,Completed
1625,2024-05-28,S111,C001,P005,6.5,Completed
1626,2024-04-20,S111,C005,P003,7.2,Completed
1627,2024-05-12,S111,C006,P003,4.9,Completed
1628,2024-05-18,S111,C005,P006,6.3,Completed
1629,2024-05-14,S111,C001,P004,8.6,Completed
1630,2024-05-22,S111,C006,P005,5.7,Completed
1631,2024-04-10,S111,C008,P001,3.6,Completed
1632,2024-05-04,S111,C003,P001,7.7,Completed
1633,2024-06-15,S100,C005,P001,5.6,Completed
1634,2024-05-24,S100,C006,P001,5.0,Completed
1635,2024-05-29,S100,C007,P002,4.7,Completed
1636,2024-06-07,S100,C002,P003,4.8,Completed
1637,2024-06-06,S100,C003,P006,5.3,Completed
1638,2024-06-12,S100,C004,P002,5.1,Completed
1639,2024-06-07,S100,C004,P001,7.5,Completed
1640,2024-05-22,S100,C004,P004,7.3,Completed
1641,2024-05-25,S100,C006,P004,2.9,Completed
1642,2024-06-25,S100,C003,P003,4.8,Completed
1643,2024-06-02,S100,C001,P003,6.7,Completed
1644,2024-06-08,S100,C006,P005,6.5,Completed
1645,2024-05-27,S100,C003,P003,5.5,Completed
1646,2024-05-25,S100,C002,P002,5.9,Completed
1647,2024-05-17,S100,C004,P004,5.2,Completed
1648,2024-06-10,S100,C003,P005,7.7,Completed
1649,2024-05-20,S100,C007,P003,7.5,Completed
1650,2024-05-17,S101,C002,P002,5.1,Completed
1651,2024-06-05,S101,C006,P001,6.6,Completed
1652,2024-06-08,S101,C008,P002,6.1,Delayed
1653,2024-05-25,S101,C007,P005,6.0,Completed
1654,2024-06-10,S101,C002,P003,7.0,Completed
1655,2024-06-03,S101,C005,P005,8.7,Completed
1656,2024-05-31,S101,C005,P005,5.5,Completed
1657,2024-06-04,S101,C006,P006,4.3,Completed
1658,2024-06-10,S101,C005,P003,7.7,Completed
1659,2024-06-08,S101,C002,P006,6.8,Completed
1660,2024-06-27,S101,C008,P001,5.3,Completed
1661,2024-05-27,S101,C008,P002,1.7,Completed
1662,2024-06-16,S101,C007,P002,7.8,Completed
1663,2024-06-04,S102,C004,P002,5.6,Completed
1664,2024-06-21,S102,C005,P002,7.0,Completed
1665,2024-06-23,S102,C002,P001,7.0,Completed
1666,2024-05-29,S102,C006,P004,7.9,Completed
1667,2024-05-30,S102,C003,P004,12.6,Completed
1668,2024-06-20,S102,C004,P004,7.6,Completed
1669,2024-06-07,S102,C008,P002,5.8,Completed
1670,2024-06-07,S102,C008,P002,7.7,Completed
1671,2024-05-25,S102,C003,P005,5.8,Completed
1672,2024-06-08,S102,C006,P006,3.1,Completed
1673,2024-05-29,S102,C004,P001,3.3,Completed
1674,2024-06-21,S103,C001,P003,5.4,Completed
1675,2024-06-20,S103,C008,P003,3.8,Completed
1676,2024-06-04,S103,C007,P003,2.9,Completed
1677,2024-06-08,S103,C003,P001,8.5,Completed
1678,2024-06-02,S103,C008,P001,7.1,Completed
1679,2024-06-02,S103,C001,P003,3.4,Completed
1680,2024-05-17,S103,C008,P005,6.3,Completed
1681,2024-06-27,S103,C003,P005,7.2,Completed
1682,2024-06-05,S103,C006,P001,7.1,Completed
1683,2024-06-01,S103,C005,P001,5.2,Completed
1684,2024-06-18,S103,C001,P003,6.2,Completed
1685,2024-06-26,S103,C008,P004,7.1,Completed
1686,2024-06-16,S103,C003,P003,5.0,Completed
1687,2024-06-03,S103,C004,P006,3.7,Completed
1688,2024-05-24,S103,C005,P004,4.5,Completed
1689,2024-05-20,S103,C005,P003,4.1,Completed
1690,2024-05-25,S104,C007,P006,9.5,Completed
1691,2024-05-21,S104,C004,P004,3.4,Completed
1692,2024-06-07,S104,C003,P002,5.9,Completed
1693,2024-06-04,S104,C004,P003,7.6,Completed
1694,2024-05-31,S104,C007,P002,2.2,Completed
1695,2024-05-23,S104,C007,P003,5.1,Completed
1696,2024-06-10,S104,C001,P001,6.9,Completed
1697,2024-05-22,S104,C006,P003,8.6,Completed
1698,2024-05-10,S104,C007,P003,1.5,Completed
1699,2024-05-24,S104,C005,P002,5.8,Completed
1700,2024-05-09,S104,C001,P004,4.9,Completed
1701,2024-06-21,S104,C001,P003,6.0,Delayed
1702,2024-06-16,S104,C002,P001,7.1,Completed
1703,2024-06-18,S104,C003,P002,2.8,Completed
1704,2024-06-08,S104,C001,P004,4.2,Completed
1705,2024-06-04,S104,C001,P003,4.4,Completed
1706,2024-05-29,S104,C007,P006,5.3,Completed
1707,2024-05-28,S104,C001,P001,8.2,Completed
1708,2024-06-21,S104,C007,P005,4.0,Completed
1709,2024-06-21,S104,C003,P004,4.7,Completed
1710,2024-06-11,S104,C001,P003,3.4,Completed
1711,2024-05-19,S105,C003,P004,4.1,Completed
1712,2024-06-27,S105,C006,P004,8.3,Completed
1713,2024-06-07,S105,C003,P002,7.3,Completed
1714,2024-06-13,S105,C004,P006,8.3,Completed
1715,2024-06-05,S105,C001,P001,4.8,Completed
1716,2024-05-24,S105,C007,P003,6.5,Completed
1717,2024-05-30,S105,C002,P004,6.5,Completed
1718,2024-05-21,S105,C001,P005,3.8,Completed
1719,2024-06-18,S105,C002,P003,5.1,Completed
1720,2024-06-12,S105,C008,P001,10.9,Completed
1721,2024-06-15,S105,C007,P006,7.7,Delayed
1722,2024-05-31,S105,C007,P002,6.0,Completed
1723,2024-05-25,S105,C004,P003,4.3,Completed
1724,2024-05-17,S105,C005,P004,4.5,Completed
1725,2024-05-25,S105,C008,P002,4.0,Completed
1726,2024-05-28,S105,C003,P003,3.0,Completed
1727,2024-06-07,S105,C006,P003,7.6,Completed
1728,2024-05-29,S105,C005,P002,7.2,Completed
1729,2024-06-19,S105,C003,P004,6.3,Completed
1730,2024-05-13,S105,C007,P006,8.9,Completed
1731,2024-05-31,S105,C003,P006,7.5,Completed
1732,2024-06-15,S105,C001,P002,3.4,Completed
1733,2024-06-20,S105,C005,P003,12.2,Completed
1734,2024-06-05,S105,C008,P001,6.1,Completed
1735,2024-06-06,S106,C002,P005,6.9,Completed
1736,2024-05-24,S106,C008,P002,6.3,Completed
1737,2024-05-28,S106,C007,P001,1.5,Completed
1738,2024-05-25,S106,C006,P006,4.6,Delayed
1739,2024-06-22,S106,C004,P005,7.0,Completed
1740,2024-06-04,S106,C001,P003,8.0,Completed
1741,2024-06-18,S106,C003,P003,4.9,Completed
1742,2024-06-09,S106,C004,P001,9.3,Completed
1743,2024-06-06,S106,C005,P004,5.6,Completed
1744,2024-05-20,S106,C007,P003,5.8,Completed
1745,2024-05-31,S106,C005,P002,4.2,Completed
1746,2024-05-24,S106,C008,P004,5.0,Completed
1747,2024-05-20,S106,C006,P004,2.8,Completed
1748,2024-06-08,S106,C003,P003,5.4,Completed
1749,2024-06-10,S106,C001,P005,9.5,Completed
1750,2024-06-14,S106,C001,P004,6.2,Completed
1751,2024-06-14,S106,C004,P002,3.3,Completed
1752,2024-06-10,S106,C007,P006,5.8,Completed
1753,2024-05-22,S106,C005,P002,6.7,Completed
1754,2024-05-17,S106,C006,P004,5.8,Completed
1755,2024-06-28,S106,C007,P002,3.5,Completed
1756,2024-05-28,S106,C006,P003,5.8,Completed
1757,2024-06-09,S106,C006,P001,6.4,Completed
1758,2024-06-14,S106,C004,P004,7.6,Completed
1759,2024-06-10,S106,C005,P003,8.0,Completed
1760,2024-06-21,S106,C008,P001,7.0,Completed
1761,2024-05-15,S107,C006,P001,4.7,Completed
1762,2024-06-02,S107,C002,P004,7.6,Delayed
1763,2024-05-10,S107,C006,P003,6.5,Delayed
1764,2024-06-10,S107,C008,P003,4.8,Completed
1765,2024-05-21,S107,C005,P002,4.3,Completed
1766,2024-06-23,S107,C006,P004,7.5,Completed
1767,2024-05-16,S107,C004,P003,6.6,Completed
1768,2024-06-07,S107,C003,P002,6.5,Completed
1769,2024-05-23,S107,C006,P001,6.2,Completed
1770,2024-06-04,S107,C008,P003,5.6,Completed
1771,2024-06-25,S107,C007,P002,7.5,Completed
1772,2024-06-03,S107,C008,P003,7.1,Completed
1773,2024-06-16,S107,C003,P003,7.8,Completed
1774,2024-05-31,S107,C007,P004,5.7,Completed
1775,2024-06-03,S107,C001,P003,5.5,Completed
1776,2024-06-22,S107,C006,P005,5.1,Completed
1777,2024-06-21,S108,C005,P001,2.2,Completed
1778,2024-05-28,S108,C008,P006,7.1,Completed
1779,2024-05-14,S108,C004,P006,6.2,Completed
1780,2024-06-15,S108,C004,P005,8.3,Completed
1781,2024-06-24,S108,C002,P006,6.9,Completed
1782,2024-05-15,S108,C001,P002,1.5,Completed
1783,2024-05-29,S108,C004,P004,4.9,Completed
1784,2024-06-06,S108,C005,P003,3.4,Completed
1785,2024-06-04,S108,C007,P002,4.7,Completed
1786,2024-05-20,S108,C001,P003,8.1,Completed
1787,2024-05-27,S108,C004,P002,7.5,Completed
1788,2024-06-23,S108,C001,P001,4.1,Completed
1789,2024-05-13,S108,C007,P001,4.8,Completed
1790,2024-06-14,S108,C008,P001,7.4,Completed
1791,2024-05-25,S108,C003,P004,7.9,Completed
1792,2024-06-02,S108,C007,P003,6.6,Completed
1793,2024-06-07,S108,C008,P003,5.2,Completed
1794,2024-05-29,S108,C002,P004,9.1,Completed
1795,2024-05-29,S109,C005,P002,5.3,Completed
1796,2024-06-03,S109,C008,P003,5.5,Completed
